#PolyID,X,Y,Usage ,/,Topography,Habitats,Altitude
21,208139.9127,3228420.235,-,/,-,-,-
21,208113.2892,3228415.326,-,/,-,-,-
21,208090.7565,3228380.406,-,/,-,-,-
21,208050.378,3228366.558,-,/,-,-,-
21,208062.9617,3228339.863,-,/,-,-,-
21,208058.0066,3228305.34,-,/,-,-,-
21,208044.2284,3228293.574,-,/,-,-,-
21,207983.5461,3228219.603,-,/,-,-,-
21,207965.407,3228131.722,-,/,-,-,-
21,207924.7314,3228072.091,-,/,-,-,-
21,207911.4054,3228007.103,-,/,-,-,-
21,207897.7634,3227958.509,-,/,-,-,-
22,208142.3882,3229565.706,878.6,/,Valley_bottom,Barren_Sand_Gravel,3566.8
22,208137.8619,3229486.283,-,/,-,-,-
22,208144.5818,3229424.679,-,/,-,-,-
22,208136.2982,3229407.157,-,/,-,-,-
22,208137.8763,3229355.486,-,/,-,-,-
22,208149.7496,3229319.556,-,/,-,-,-
22,208143.6286,3229216.675,-,/,-,-,-
22,208098.0006,3229158.259,-,/,-,-,-
22,208086.0608,3229104.98,-,/,-,-,-
22,208064.8361,3229050.6,-,/,-,-,-
22,208063.019,3228976.901,-,/,-,-,-
22,208038.1502,3228919.843,-,/,-,-,-
22,208057.542,3228886.79,-,/,-,-,-
22,208087.7964,3228843.733,-,/,-,-,-
22,208117.4067,3228764.889,-,/,-,-,-
23,208150.1479,3229717.721,1527.63,/,Valley_bottom,Barren_Sand_Gravel,3594.41
23,208047.2032,3229798.522,-,/,-,-,-
23,207994.8041,3229831.228,-,/,-,-,-
23,207957.0998,3229875.518,-,/,-,-,-
23,207912.9597,3229912.942,-,/,-,-,-
23,207861.7567,3229946.102,-,/,-,-,-
23,207833.4657,3229983.744,-,/,-,-,-
23,207770.6459,3229995.106,-,/,-,-,-
23,207729.917,3230002.471,-,/,-,-,-
23,207701.9438,3230026.352,-,/,-,-,-
23,207625.1018,3230038.045,-,/,-,-,-
23,207581.1235,3230072.798,-,/,-,-,-
23,207499.2427,3230151.317,-,/,-,-,-
23,207433.2232,3230144.471,-,/,-,-,-
23,207368.3879,3230161.55,-,/,-,-,-
23,207288.1434,3230211.796,-,/,-,-,-
23,207237.9127,3230288.521,-,/,-,-,-
23,207233.4488,3230317.213,-,/,-,-,-
23,207213.3817,3230374.036,-,/,-,-,-
23,207189.6955,3230422.117,-,/,-,-,-
23,207187.1342,3230445.106,-,/,-,-,-
23,207224.8907,3230493.482,-,/,-,-,-
23,207262.7106,3230547.528,-,/,-,-,-
23,207284.864,3230585.191,-,/,-,-,-
23,207285.1971,3230629.402,-,/,-,-,-
24,209487.8507,3228604.796,1615.12,/,Valley_bottom,Barren_Sand_Gravel,3970.5
24,209471.229,3228654.847,-,/,-,-,-
24,209499.0504,3228716.93,-,/,-,-,-
24,209457.9943,3228755.935,-,/,-,-,-
24,209414.7371,3228764.414,-,/,-,-,-
24,209278.9097,3228855.304,-,/,-,-,-
24,209229.1602,3228876.769,-,/,-,-,-
24,209180.5949,3228932.783,-,/,-,-,-
24,209110.4696,3228972.027,-,/,-,-,-
24,209105.9496,3229043.646,-,/,-,-,-
24,209039.7964,3229136.569,-,/,-,-,-
24,208989.3619,3229146.239,-,/,-,-,-
24,208957.0564,3229180.512,-,/,-,-,-
24,208964.4326,3229234.154,-,/,-,-,-
24,208829.7505,3229316.755,-,/,-,-,-
24,208727.7548,3229326.575,-,/,-,-,-
24,208566.3966,3229310.66,-,/,-,-,-
24,208495.2989,3229300.609,-,/,-,-,-
24,208417.9599,3229300.217,-,/,-,-,-
25,209635.5413,3230082.772,1636.43,/,Valley_bottom,Barren_Sand_Gravel,3600
25,209475.7715,3229991.99,-,/,-,-,-
25,209182.2057,3230093,-,/,-,-,-
25,208793.7081,3229751.602,-,/,-,-,-
25,209939.0014,3229837.634,-,/,-,-,-
25,209943.1269,3229883.812,-,/,-,-,-
25,209931.6291,3229914.456,-,/,-,-,-
25,209894.6537,3229912.485,-,/,-,-,-
25,209862.1425,3229942.315,-,/,-,-,-
25,209851.7,3229999.399,-,/,-,-,-
25,209769.5991,3230043.135,-,/,-,-,-
25,209744.5385,3230101.321,-,/,-,-,-
25,209635.7602,3230082.711,-,/,-,-,-
25,209611.7705,3230063.382,-,/,-,-,-
25,209543.224,3230035.376,-,/,-,-,-
25,209482.7216,3230007.24,-,/,-,-,-
25,209435.0099,3230010.276,-,/,-,-,-
25,209365.6041,3230050.56,-,/,-,-,-
25,209316.3045,3230075.871,-,/,-,-,-
25,209291.958,3230076.582,-,/,-,-,-
25,209187.6812,3230107.14,-,/,-,-,-
25,209181.9478,3230040.224,-,/,-,-,-
